항목,내용
한글명,KODEX 반도체레버리지
영문명,KODEX Semiconductor Leverage
표준코드,KR7494310006
종목코드,494310
상장일,2024-10-22
펀드형태,수익증권형
기초지수명,KRX 반도체 레버리지 지수
추적배수,2X 레버리지 (2)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"메리츠증권, 키움증권, 삼성증권, LS증권, 하나증권, 미래에셋증권, SK증권, 대신증권, DB금융투자, BNK투자증권, 유진투자증권, 신한투자증권, IM증권"
총보수(%),0.49
회계기간,"최초 회계기간은 최초설정일로부터 2024년 12월 31일까지로하며, 상기 회계기간 경과 후의 회계기간은 2025년 1월 1일부터 매 1년 간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 KRX 반도체 지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간수익률의 양(陽)의 2배수로 연동하여 투자신탁재산을 운용함을 목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 국내 주식, 주식관련 파생상품 및 집합투자증권 및 등에 투자함으로써 투자대상자산의 가격 변동, 이자율 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 레버리지 투자위험 이 투자신탁은 주식, 집합투자증권, 환매조건부 매도, 증권의 차입 및 파생상품 등을 활용하여 순자산보다 더 큰 주식투자비중을 유지하는 투자신탁으로 KRX 반도체 지수의 변동에 따라 그 투자성과가 더 큰 폭으로 변동하는 특성을 가지고 있습니다. 또한, 파생상품을 이용하여 레버리지 투자를 완성하므로 파생상품의 내재변동성 및 민감도에 따라 다른 수익이 실현될 수도 있으며 투자한 파생상품과 관련 증권 또는 지수 등과 불완전 상관관계로 손실이 발생할 수 있습니다. 환매조건부 매도 불가능에 따른 위험 이 투자신탁은 환매조건부 매도를 통한 레버리지 전략을 추구하므로 환매조건부 매도가 불가능한 경우 투자전략의 지속적인 수행이 불가능해질 수 있으므로 이로 인해 보유 증권 매도에 따른 손실이 발생할 수 있으며 투자신탁이 해지될 수도 있습니다. 집합투자증권 투자에 따른 위험 이 투자신탁은 집합투자증권 등에 투자하기 때문에 동 집합투자증권의 가격변동으로 인한 손실위험에 노출될 수 있으며, 투자신탁재산의 가치는 투자대상 집합투자증권의 운용구조, 투자성과, 투자신탁보수, 거래비용 등의 다양한 요인에 의해서도 급격히 변동될 수 있습니다. 추적오차 발생위험 이 투자신탁은 KRX 반도체 지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 2배수로 연동하는 것을 목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수의 일간변동률의 양(陽)의 2배수와 동일한 수익률이 실현되지 아니할 가능성이 있으며, 추적오차가 크게 발생할 수 있습니다. 특정산업 투자위험 특정 산업에 속하는 주식에 주로 투자하기 투자하기 때문에 해당 국가의 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 시장전체에 투자하는 경우보다 더 높은 위험을 부담할 수 있습니다."
