항목,내용
한글명,히어로즈 리츠이지스액티브
영문명,HEROES REITs IGIS Active
표준코드,KR7429870009
종목코드,429870
상장일,2022-05-24
펀드형태,수익증권형
기초지수명,iSelect 리츠 지수
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"DB금융투자, NH투자증권, 메리츠증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(분리과세부동산ETF)
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"1. NH투자증권에서 발표하는 iSelect 리츠 지수를 비교지수로 하여 1좌당 순자산의 변화가 기초지수의 변화를 초과하도록 투자신탁을 운용합니다. 2. 부동산투자회사법에 근거해 적합하게 설립된 자기관리 ？ 위탁관리 ？ 기업구조조정 부동산투자회사 중 기초적인 투자 적정성 기준을 충족하는 종목으로 리츠자산군 및 예비자산군 유니버스를 구성합니다. 유니버스에 포함된 리츠자산군은 모두 편입 대상 최대 50종목이며, 50종목 초과시 직전 60일평균 일평균 시가총액 순으로 편입합니다. 단, 최종 구성종목수가 10종목 미만일 경우, 최종 구성종목수가 10종목 이 될 때까지 예비자산군 내 시가총액 상위 종목을 편입합니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
