항목,내용
한글명,SOL 미국TOP5채권혼합40 Solactive
영문명,SOL US TOP5 Blended 40
표준코드,KR7447620006
종목코드,447620
상장일,2022-11-29
펀드형태,수익증권형
기초지수명,Solactive US TOP5 Balanced40 Index
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"신한투자증권, 키움증권, 미래에셋증권, SK증권"
총보수(%),0.25
회계기간,(1) 최초 회계기간: 최초설정일로부터 당해연도 12월 31일까지 (2) 최초 회계기간 이후: 매 1년간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(국내&해외) (-) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 ‘Solactive US TOP5 Balanced40 Index(PR)’(이하 ‘기초지수’)를 기초지수로 미국의 시가총액 상위 5종목 및 국내 단기 통안채에 투자하여 기초지수를 추종하는 것을 목표로하는 ETF상품입니다. Solactive US TOP5 Balanced40 Index(PR)지수는 나스닥과 뉴욕증권거래소에 상장된 기업 중 시가총액 상위 5종목(주식의 지수비중 40%, 종목별 동일비중 투자)와 국내 단기 통안채 9종목(채권의 지수비중 60%, 종목별 동일비중 투자)으로 구성된 지수입니다. Solactive US TOP5 Balanced40지수(PR)는 Solactive가 최종 산출하는 지수로서 주식부문(Solactive United States Top 5 Equal Weight Index)와 채권부문(KAP Short-Term MSB Focus TR Index)를 4대6으로 결합한 지수입니다. 주식부문 지수 Solactive United States Top 5 Equal Weight Index는 나스닥과 뉴욕증권거래소에 상장된 기업 중 시가총액 상위 5종목(종목별 동일비중)으로 구성된 지수이며, 채권부문 지수인 KAP Short-Term MSB Focus TR Index는 국내 단기 통안채 9종목(종목별 동일비중)으로 구성된 지수입니다. 미국주식 및 국내 통안채는 현물을 중심으로 투자하여 기초지수를 추종하도록 운용하며 미국주식의 경우 미국달러에 대하여 환노출되는 구조이며구성종목의 가격변동 만을 추종하는 Price Return지수를 추종합니다. 미국의 시가총액 상위 5종목은 국내 개인 투자자의 입장에서 장기투자의 목적으로 개인연금/퇴직연금 등에서 유용할 것으로 판단함. 특히, 혼합형 ETF의 경우 안전자산으로 퇴직연금에서도 100%까지 투자 가능하기 때문에 해당 상품의 활용 가치가 높을 것으로 예상됩니다. 미국의 대표주식 5종목에 동일비중으로 투자하고 채권은 안전한 단기 통안채를 투자함으로써 안정성과 성장성을 동시에 추구하는 상품으로 연금(개인연금/퇴직연금) 투자자 등에게 적합한 상품으로 판단됩니다. 해당 ETF의 설정단위는 100,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자보호를 받지 못합니다. 이 투자신탁에서 투자하는 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격이 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 이 투자신탁은 채권 등의 거래에 있어서 발행회사나 거래상대방의 영업환경, 재무상황 및 신용상태 악화 등에 따라 발행회사나 거래상대방의 신용등급이 하락하거나 채무불이행 위험에 커짐으로 인해 급격한 가치변동을 초래할 수 있습니다. 이 투자신탁은 증권시장 전체의 가격하락 또는 이자율 변동 등 거시경제지표의 변화에 따라 투자신탁 재산의 가치하락 위험에 노출됩니다. 경제성장률, 환율, 금리변동 등의 요인들은 시장 전체에 영향을 끼쳐 개별 투자자산들의 등락을 초래하며 이는 투자신탁 재산의 가치를 변화시킬 수 있습니다. 또한, 투자신탁재산의 가치는 투자대상 종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 따라서, 편입 자산의 가격 변동에 의해 원금 손실을 입게 될 수 있습니다. 이 투자신탁은 기초지수 산출 방법에 따라 주식과 채권의 비율을 4:6로 유지하기 위하여 정기변경 일 및 수시 변경 시에 투자 비율 조정을 수행합니다. 이 투자신탁은 특정 산업(업종)에 속하는 주식에 투자할 수 있으며 이 경우 주식시장 전체의 성과 와는 크게 다를 수 있습니다. 따라서, 이 집합투자기구는 일반적으로 주식시장 전체에 투자할 수 있는 일반 주식형 집합투자기구보다 더 높은 위험을 부담할 가능성이 높습니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁 보수, 지수사용료, 매매수수료 등 관련 비용의 지출 등으로 인하여 기초지수의 변동률과 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상지수의 수익률이 동일하거나 유사할 것을 전제로 하는 투자자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
