항목,내용
한글명,KODEX MSCI Korea
영문명,KODEX MSCI Korea
표준코드,KR7156080004
종목코드,156080
상장일,2012-04-30
펀드형태,수익증권형
기초지수명,MSCI Korea Index
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"대우증권, 삼성증권, 신한금융투자, 우리투자증권, 하이투자증권, 한국투자증권, 현대증권, KB투자증권"
총보수(%),0.09
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 MSCI Korea Index의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. MSCI Korea 지수는 미국의 Morgan Stanley Capital International 社(이하 MSCI)가 발표하는 지수로서 한국 거래소에 상장된 대표종목들로 구성된 유동주식수(Free-float)를 고려한 시가총액 가중방식의 지수입니다. MSCI는 전세계를 대상으로 하는 글로벌지수, 특정지역에 한정하는 지역지수 등 국가，산업 및 펀드스타일 등에 따른 다양한 종류의 지수들을 제시하고 있습니다. 기본적으로 MSCI Korea Index를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라서 MSCI Korea Index의 구성종목 중에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling)하는 방식을 병행할 수 있습니다. 아울러 기초지수의 구성종목에 변경이 있을 경우에는 기초지수에 포함되지 않은 종목에 투자할 수도 있으며 추적오차를 줄이기 위해 주식관련 장내파생상품의 투자, 투자증권의 대여 등을 동 증권신고서(또는 신탁계약)에서 정하는 범위내에서 실행할 수 있습니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서, 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이론 인해 기대하지 않은 손실이 발생할 수 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. MSCI Korea Index는 구성종목 선정 방법, 정기 변경 방법 및 기타 지수산출에 사용되는 다양한 요인에 의해 KOSPI200지수와 현격한 차이를 보일 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
