항목,내용
한글명,TIGER KRX기후변화솔루션
영문명,TIGER KRX Climate Change Solutions
표준코드,KR7404540007
종목코드,404540
상장일,2021-10-29
펀드형태,수익증권형
기초지수명,KRX 기후변화 솔루션지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"DB금융투자, KB증권, NH투자증권, SK증권, 메리츠증권, 미래에셋증권, 신한금융투자, 키움증권, 한국투자증권"
총보수(%),0.09
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"- 이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “KRX 기후변화 솔루션 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “KRX 기후변화 솔루션 지수”는 한국거래소에서 발표하는 지수로서, 저탄소 경제로의 전환 과정에서 기업이 직면한 위험 및 위험관리 능력을 분석하여 정량화한 점수인 MSCI ""저탄소 전환점수"" 분류상 Solutions에 해당하는 종목과 전세계 특허를 분석해 저탄소 기술과 관련된 특허를 기업별로 정량화한 점수인 MSCI ""저탄소 특허점수"" 상위종목을 구성종목으로 선정합니다."
투자유의사항,"- 이 ETF는 특정 섹터의 소수 종목에 투자함에 따른 위험에 노출되며 이에 따라 변동성 및 투자한 특정 섹터의 위험이 이 투자신탁의 성과 변동에 상당한 영향을 미칠 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지 (http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
