항목,내용
한글명,TIGER 코리아테크액티브
영문명,TIGER Korea Tech Active
표준코드,KR7471780007
종목코드,471780
상장일,2023-11-28
펀드형태,수익증권형
기초지수명,KRX 정보기술
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, NH증권, 키움증권, 하이투자증권, 한국투자증권, 이베스트투자증권, 대신증권, DB금융투자, 메리츠"
총보수(%),0.77
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (정보기술) / (-)
기본 정보,"- 이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “KRX 정보기술 지수”를 비교지수로 하여 ETF 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 하는 액티브 ETF입니다. - 한국거래소가 발표하는 “KRX 정보기술 지수”는 글로벌증시산업분류(GICS: Global Industry Classification Standard)에서 ‘정보기술’ 분류에 해당하는 종목으로 구성된 지수입니다. 기술력과 향후 성장성이 높은 신성장산업 관련 기업에 집중 투자합니다. 신성장산업은 글로벌 시장에서 성과를 보이고 있는 국내 기업이 속한 섹터(반도체, 디스플레이, 2차전지, 헬스케어, 의료기기 등) 및 신사업 추진·원가절감·시장 점유율 확대 등을 통해 실적 개선 및 경쟁력 강화가 기대되는 기업이 속한 특정 섹터를 포함합니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
