항목,내용
한글명,RISE 차이나HSCEI(H)
영문명,RISE China HSCEI(H)
표준코드,KR7250730009
종목코드,250730
상장일,2016-08-10
펀드형태,수익증권형
기초지수명,HSCEI (Hang Seng China Enterprise Index)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"현대증권, NH투자증권"
총보수(%),0.021
회계기간,최초설정일로부터 해당년도 12월 31일까지(최초 회계기간 이후: 매년 1월 1일부터 12월 31일까지)
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,회계기간 종료일
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(해외) (아시아) (홍콩)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 홍콩항셍중국기업지수(HSCEI)지수를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. 홍콩항셍중국기업지수는 Hang Seng Indexes가 발표하는 지수로, 홍콩증권거래소에 상장된 H-Share 중 규모가 크고 유동성이 풍부한 종목들로 구성되어 있습니다.  ETF의 설정단위는 100,000좌이며, 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다.  해외 특정 국가(중국)의 주식에 주로 투자하기 때문에 특정국가(중국)의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이로 인해 기대하지 않은 손실이 발생할 수 있습니다.  한국거래소에 상장되어 있는 ETF의 경우 거래가격은 당해 ETF의 순자산가치를 의미하는 1좌당 기준가격(NAV)과 차이를 보일 수 있습니다. 이는 당해 ETF의 매수 호가와 매도 호가 간의 차이가 확대되는 경우, 유동성 공급자가 헤지목적으로 거래하는 대상의 가격 움직임에 의해 유동성 공급자가 제시하는 매수 매도 호가가 1좌당 기준가격(NAV)과 차이를 보일 경우 등에 의해 발생합니다. 또한, 주식시장의 마감 전 동시호가에서 유동성공급자의 호가 공백이 발생하거나, 유동성이 부족할 경우 등의 이유로 ETF의 종가와 순자산가치와의 괴리가 발생할 수 있습니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
