항목,내용
한글명,PLUS 미국대체투자TOP10
영문명,PLUS Top10 US Listed Alt Asset Managers
표준코드,KR7426410007
종목코드,426410
상장일,2022-05-11
펀드형태,수익증권형
기초지수명,BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"한화투자증권, 한국투자증권, 메리츠증권, NH투자증권, 키움증권"
총보수(%),0.5
회계기간,"최초설정일로부터 2022년 12월 31일까지, 회계기간 경과 후의 회계기간 : 2023년 1월 1일부터 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 미국 시장에 상장된 주식 중에서 대체투자를 통해 매출이 발생하는 기업의 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간 변동률을 “BlueStar Top 10 US Listed Alternative Asset Managers Index (원화환산)”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. “BlueStar Top 10 US Listed Alternative Asset Managers Index”는 매출 혹은 운용자산의 최소 75% 이상이 대체자산(사모펀드, 벤처캐피탈, 바이아웃, 부동산, 인프라 등)으로 구성된 미국 상장 대형기업 10종목에 투자합니다. BDC에도 투자 가능하나, 사모펀드 혹은 대체투자 운용사에 대출 서비스를 제공하는 기업들은 투자 대상에 해당되지 않습니다."
투자유의사항,"주식의 가치는 일반적으로 발행회사 고유의 위험뿐만 아니라 여러 가지 거시경제지표의 변화에 따라서도 급변할 수 있습니다. 특히 주식은 다른 여타의 자산보다 그 변동성이 큰 특징이 있으며, 이로 인해 주식투자 시에는 투자원금의 손실 가능성이 매우 큰 위험이 있습니다. 이 투자신탁은 환율변동위험 제거를 위한 환헤지 전략을 실행하지 않습니다. 따라서 투자자는 외국통화에의 투자에 따른 환율변동위험에 100% 노출됩니다. 이는 해당 외화자산인 투자자산의 가치가 상승함에도 불구하고 원화(KRW)와 해당국가 통화간 상대적 가치의 변화로 인해 투자시 수익을 얻지 못하거나 원금의 손실이 발생할 수도 있음을 의미합니다. 예를 들어 원화의 가치가 외국통화에 비하여 상대적으로 더 높아지면, 외화자산인 투자자산의 가치는 원화가치로 환산했을 때 낮아집니다. 이러한 환율변동위험을 회피하고자 하는 투자자께서는 투자금액을 고려하시어 이 집합투자기구와는 별도로 환헤지 방안을 강구하셔야 합니다."
