항목,내용
한글명,TIGER 글로벌AI인프라액티브
영문명,TIGER GLOBAL AI INFRA ACTIVE
표준코드,KR7491010005
종목코드,491010
상장일,2024-09-10
펀드형태,수익증권형
기초지수명,Mirae Asset AI Infrastructure 지수(Net Total Return)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠, 미래, 삼성, 한국, NH, 신한, 키움"
총보수(%),0.49
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 주로 글로벌 주식을 주된 투자대상자산으로 하며, ‘Mirae Asset AI Infrastructure 지수(Net Total Return)(원화환산)’를 비교지수로 하여 ETF 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 하는 ETF입니다. - ‘Mirae Asset AI Infrastructure 지수 (Net Total Return)(원화환산)’는 전력, 에너지, 데이터센터, 그리고 원자재 및 에너지원과 관련된 AI 인프라 기업에 집중 투자합니다. 이 지수는 다양한 산업의 수혜 기업들에 적극적으로 대응하며, AI 인프라 전반에 걸쳐 밸류 체인 포트폴리오를 구축하여 초과수익을 추구합니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
