항목,내용
한글명,HANARO 글로벌금채굴기업
영문명,HANARO Global Gold Miner
표준코드,KR7473640001
종목코드,473640
상장일,2024-01-18
펀드형태,수익증권형
기초지수명,NYSE Arca Gold Miners Index (Price Return)
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH투자증권, 메리츠증권, 미래에셋증권, 한국투자증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.nh-amundi.com/hanaroetf/
https://www.nh-amundi.com/hanaroetf/,https://www.nh-amundi.com/hanaroetf/
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"HANARO 글로벌 금채굴기업 ETF는 금 가격과 상관관계가 높은 전세계 금 채굴 관련기업을 포트폴리오로 구성하여 글로벌 금광업의 성과를 반영하는 ETF상품. 금 가격 대비 변동성이 높은 금 채굴기업의 특징을 활용해 금가격 상승기에 금 실물투자 대비 높은 성과를 추구하는 등 금에 투자할수 있는 차별화된 기회를 제공함 글로벌 금광업 관련 ETF는 국내시장에 첫 출시되는 것으로, 당사는 본 상품을 통해 차별적인 금 관련 상품 투자 방법을 제시하고자 함 기초지수인 NYSE Arca Gold Miners Index는 북미, 호주 등 글로벌 금채굴 관련기업으로 구성된 인덱스로, 검증된 글로벌 인덱스투자에 국내 시장을 통한 접근성 및 편의성을 제고함"
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.hanaroetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
