항목,내용
한글명,SOL KIS단기통안채
영문명,SOL KIS MSB
표준코드,KR7363510009
종목코드,363510
상장일,2020-09-09
펀드형태,수익증권형
기초지수명,KIS 단기통안채 지수(총수익지수)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"신한금융투자, 키움증권"
총보수(%),0.07
회계기간,"투자신탁의 최초설정일부터 당해년도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 한다."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.smartetf.co.kr
www.smartetf.co.kr,www.smartetf.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KIS 단기통안채 지수(총수익지수)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. KIS채권평가가 산출하는 KIS 단기통안채 지수(총수익지수)는 잔존만기 0~6개월 의 통안증권 6종목으로 구성되며 지수의 듀레이션은 0.3Y 내외입니다. 액면기준 동일비중 방식으로 산출되며, 지수의 정기변경은 매월 마지막 영업일에 1개종목이 편출입됩니다. 기초지수를 구성하는 종목을 지수와 동일한 비중으로 모두 편입하여 운용하는 완전복제법으로 기초지수를 복제합니다. 다만, 운용효율성을 위해서 부분복제법을 통해 유사만기를 가진 통안증권도 편입할 수 있습니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이익이 발생하고 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매매하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.smartetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
