항목,내용
한글명,KODEX 25-12 은행채(AAA)액티브
영문명,KODEX 25-12 Bank Bond(AAA) Active
표준코드,KR7491080008
종목코드,491080
상장일,2024-09-10
펀드형태,수익증권형
기초지수명,KAP 25-12 은행채 총수익 지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"LS, 미래, 키움, SK, 현대차, 삼성, 유진, NH, KB, 하나"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지이며 신탁계약 해지시에는 투자신탁 회계기간 초일부터 신탁계약의 해지일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우, 그 직전 영업일)"
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (-) / (-)
기본 정보,"이 투자신탁은 KAP(한국자산평가)에서 발표하는 KAP 25-12 은행채 총수익 지수를 비교지수로 하여 1좌당 순자산가치의 변동률이 비교지수를 제한적으로 초과하도록 투자신탁재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 채권, 채권관련 집합투자증권 및 파생상품 등에 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 이자율 변동에 따른 위험 채권의 가격은 이자율에 의해 결정됩니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 신용등급 하락에 따른 위험 투자신탁재산으로 보유하고 있는 채권 및 어음등의 신용평가등급이 하락한 경우 등 신용사건이 발생한 경우에는 당해 채권 및 어음등을 지체 없이 처분하는 등 이에 따라 신탁재산의 가치가 급격하게 변동될 수 있습니다. 지수 추적오차 (Tracking Error) 위험 이 투자신탁은 Active채권ETF로서 적극적으로 운용되고 지수대비 초과수익 실현을 목적으로 하기 때문에 다른 일반 ETF보다 추적오차가 크게 발생 할 수 있으며, 이는 운용의 실패에 따른 것이 아님에 유의하실 필요가 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장 폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 존속기한이 있는 채권형(채권파생형) ETF 위험 이 투자신탁의 편입물의 평균 만기 기대수익률(YTM)은 홈페이지에 일별로 공시되며, 투자자 별로 투자시점에 따라 만기 기대수익률이 상이할 수 있습니다. 이 투자신탁을 만기까지 보유 시 기대할 수 있는 만기 기대수익률(YTM)은 계속 변동될 수 있으며 투자자별로 투자시점에 따라 만기 기대수익률이 상이할 수 있습니다. 이 투자신탁을 만기까지 보유 시 실현되는 실제 수익률은 실제 운용 결과에 따라 투자 시점의 만기 기대 수익률과 상이할 수 있습니다. 환매조건부 매도 및 운용에 대한 위험 이 투자신탁은 설정, 환매 등에 따른 급작스러운 유동성 수요에 따라 환매조건부 매도를 제한적으로 사용할 예정이며, 이 경우 자금의 조달과 운용에 대한 기간의 불일치, 금리 불일치 등 미래의 경제 상황에 따라 조달금리가 운용금리보다 높아져 투자원금액에 손실을 초래할 수 있습니다. 액티브 ETF 투자위험 이 집합투자기구는 유가증권시장 상장규정에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 비교지수의 성과와 다른 성과가 실현될 수 있습니다."
