항목,내용
한글명,ACE 인버스
영문명,ACE INVERSE
표준코드,KR7145670006
종목코드,145670
상장일,2011-09-08
펀드형태,수익증권형
기초지수명,코스피 200 선물인버스 지수
추적배수,1X 인버스 (-1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"교보증권, 유진투자증권, 한국투자증권"
총보수(%),0.15
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 일간변동률을 기초지수인 F-KOSPI200 지수 일간변동률의 음의 1배수와 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 F-KOSPI200 지수는 한국거래소에 상장되어 거래되는 KOSPI 200 주가지수선물 최근월종목의 가격과 동일하게 연동하는 지수로서 인버스 ETF, 펀드 등 상품의 기초지수로 활용됩니다. 2007년 1월 2일을 1,000p로 하여 2009년 8월 17일부터 발표되고 있습니다. F-KOSPI200 지수는 KOSPI 200 선물시장에 상장된 최근월종목의 가격을 기준으로 산출됩니다. 다만, 최근월종목의 최종거래일에는 차근월종목의 가격을, 최종거래일의 직전 거래일에는 최근월종목과 차근월종목의 평균가격을 사용하여 산출됩니다. 이 투자신탁은 기초지수인 F-KOSPI200을 구성하고 있는 KOSPI 200 주가지수선물의 최근월물에 주로 투자하는 것을 원칙으로 합니다. 또한, 투자목적의 달성을 위해 집합투자증권 및 주식관련장외파생상품에 투자하거나, 자산총액의 20%한도 내에서 증권을 차입매도하는 방법을 사용할 수 있습니다. 지수에 대한 자세한 내용은 한국거래소 홈페이지(http://www.krx.co.kr)의 지수안내를 통해 확인하시기 바랍니다."
투자유의사항,"인버스 ETF의 순자산가치가 기초지수인 KOSPI 200 일간변동률의 -1배로 연동되도록 설계되어 있기 때문에 2일 이상의 기간에는 일별수익률의 복리화 효과(Compounding effect on a daily basis)의 결과로 기초지수의 -1배 수익률과 인버스 ETF의 누적수익률간 불일치가 발생하며 시장의 변동성이 클 경우 그 차이는 더욱 커지는 경향이 있습니다. 그 결과로 심지어는 일시적으로 또는 지속적으로 이 투자신탁과 F-KOSPI200의 누적수익률간의 양의 상관관계가 나타날 수도 있습니다. 또한 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 F-KOSPI200 일간수익률의 음(-)의 1배수와 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. 이 투자신탁은 목적을 달성하기 위하여 주가지수선물의 매도 등 파생상품을 이용할 계획입니다. 다만 선물 또는 옵션 등 파생상품은 현물과 달리 만기일이 있기 때문에 차기 선물 또는 옵션으로 재투자를 해야 하며 재투자 가격이 만기일의 만기상환금액과 일치하지 않을 위험(Roll-Over위험)이 있습니다. 이러한 이유 등으로 투자목적이 달성되지 아니할 위험이 있습니다. 또한 투자신탁보수나 매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수의 음(-)의 1배수의 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 음(-)의 1배수의 수익률이 동일할 것이라 예상하는 투자자는 당해 추적오차로 인하여 예상하지 못한 손실을 볼 수도 있습니다. 투자대상자산으로 장외파생상품이 이용될 경우, 거래상대방의 부도 등으로 인한 Default Risk에 노출될 수 있으므로 투자시 유의하시기 바랍니다. 한국거래소에서는 인버스 ETF의 운용성과를 쉽게 확인할 수 있는 투자참고지표로 일별 복리화 효과가 반영된 KOSPI200 인버스 지수를 산출 발표하고 있으니 투자에 참고하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
