항목,내용
한글명,TIGER CD금리투자KIS(합성)
영문명,TIGER CD (SYNTH)
표준코드,KR7357870005
종목코드,357870
상장일,2020-07-07
펀드형태,수익증권형
기초지수명,KIS CD금리투자 총수익지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠증권, 한국투자증권, 키움증권, KB증권, NH투자증권"
총보수(%),0.03
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"- 이 ETF는 양도성예금증서(CD) 관련 파생상품을 주된 투자대상자산으로 하며, “KIS CD금리투자 지수(총수익 지수)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “KIS CD금리투자 지수(총수익지수)”는 KIS채권평가에서 발표하는 지수로서, 일별 고시되는 CD91일 금리의 일일 수익률을 기준으로 산출된 지수입니다. 또한, 자본손익 및 경과이자 수익 이외에 발생한 현금을 지수에 편입된 종목에 재투자하는 것을 가정해 산출하는 총수익(Total Return) 지수입니다."
투자유의사항,"- 이 ETF는 기초지수와의 수익률 연동을 위해 거래상대방과 장외파생상품 계약을 체결하는 합성상장지수펀드로 거래상대방의 신용상태 악화, 부도 등에 따라 투자목적이 실현되지 못하고 손실이 발생할 수 있습니다. 또한 스왑계약에 따른 비용이 예상치 못하게 과도하게 발생하는 경우 성과에 영향을 줄 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
