항목,내용
한글명,TIGER 코스피중형주
영문명,TIGER KOSPI MIDCAP
표준코드,KR7277650008
종목코드,277650
상장일,2017-08-31
펀드형태,수익증권형
기초지수명,코스피 중형주 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠종금증권, KB증권, 미래에셋대우"
총보수(%),0.24
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함."
과세유형,비과세
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (규모) / (-) (중형주) / (-)
기본 정보,"이 ETF는 주식을 주된 투자대상자산으로 하며, ""코스피 중형주 지수“를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.  한국거래소가 발표하는 코스피 중형주 지수는 유가증권시장 상장종목을 기업규모에 따라 대·중·소형주로 분류했을 때, 유가증권시장 상장종목 중 시가총액 101위부터 300위까지에 해당하는 종목을 시가총액 가중박식으로 산출하는 지수입니다."
투자유의사항,"이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
