항목,내용
한글명,SOL 조선TOP3플러스
영문명,SOL Shipbuilding TOP3 Plus
표준코드,KR7466920006
종목코드,466920
상장일,2023-10-05
펀드형태,수익증권형
기초지수명,FnGuide 조선TOP3플러스지수(PR)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"KB증권, NH투자증권, 메리츠증권, 신한투자증권, 키움증권, 한국투자증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 FnGuide가 산출하는 FnGuide 조선TOP3플러스 지수(PR)를 기초지수로 하여 기초지수의 수익률을 정배수로 추적하는 것을 목표로 하는 ETF상품힙니다. 기초지수는 FICS(FnGuide Sectors Classifications)의 Industry 분류(62개 중) 조선 섹터에서 매출액 상위 3위 종목(이하 TOP3종목, 종목별 20%, 총60%)과 조선, 기계, 화학 구성종목 중 시가총액 상위 10종목을 선정하여, 최종 13종목으로 구성합니다. 특히, TOP3 이외의 종목은 문서 및 Keyword 조건을 충족하는 종목을 유니버스로 하여 시가총액 상위 10종목을 선정합니다. 해당 기초지수의 포트폴리오는 친환경 선박 건조 밸류체인에서 수혜가 높을 것으로 예상되는 시장대표종목(TOP3종목)에 집중투자하면서 관련 조선산업 밸류체인 종목에 분산투자하여 조선산업의 지속적 성장에 따른 수익을 추구할 수 있는 포트폴리오를 추구합니다. 국내 선박 건조 기업(조선, 기자재 기업)들은 유엔 산하의 IMO(International Maritime Organization, 국제해사기구)의 환경 규제에 맞물려 오래된 선박들의 교체가 이어지는 상황에서 그 수혜가 전망되며 특히 전세계 수주잔고 1/3 이상을 가진 국내 조선업은 소수의 기업이 많은 물량을 커버하고 있으므로 해당 기업의 수익성이 높을 것으로 예상됨에 따라 해당 ETF 상장하여 투자자들에게 투자방안을 제공하고자 합니다. 환경규제 강화 속, 신규 선박(탱커선, 벌크선, LNG선)을 건조함에 있어 기술력이 있는 국내 조선산업에 투자하는 방안을 제공할 수 있을 것으로 예상하고 있습니다. 또한, 신규 선박 건설에 대한 밸류체인의 완성도를 높이고자 조선산업밸류체인기업(조선업 기자재 기업 등: 기계, 화학섹터)을 포함하여 기상장된 조선 관련 ETF와의 차별점이 있을 것으로 판단됩니다. 기상장된 조선주 ETF의 경우 조선과 해운업을 포괄하거나 조선 산업의 전방과 후방을 포괄한 포트폴리오로 구성되어 있습니다. 당사가 추구하고자 하는 포트폴리오는 배를 건조하는 조선 기업과 더불어 기자재를 생산/납품하는 업체를 포함한 조선주 밸류체인으로 볼 수 있어 차별성을 가져갈 수 있다고 생각하고 있습니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
