항목,내용
한글명,TIGER 탄소효율그린뉴딜
영문명,TIGER CARBON EFFICIENT
표준코드,KR7376410007
종목코드,376410
상장일,2021-02-05
펀드형태,수익증권형
기초지수명,KRX/S&P 탄소효율 그린뉴딜지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"키움증권, NH투자증권, 미래에셋대우, 메리츠증권, KB증권"
총보수(%),0.09
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,비과세
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"- 이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “KRX/S&P 탄소효율그린뉴딜 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “KRX/S&P 탄소효율그린뉴딜 지수”는 한국거래소에서 발표하는 지수로서, S&P Korea BMI(Broad Market Indx) 구성종목 중 탄소배출량 및 정보공개여부, 유동성, 투자위험성을 고려하여 종목을 선정하고, 매출액 대비 탄소배출량(Carbon-to-Revenue Footprint)의 산업군 내 비교를 통해 종목별 가중치를 적용하는 지수입니다."
투자유의사항,"- 이 ETF는 정부에서 추진하는 뉴딜정책과 관련된 종목에 투자하여 수익을 추구하나 이러한 전략이 반드시 성공한다는 보장은 없으며 이 ETF 재산의 가치 하락을 초래할 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
