항목,내용
한글명,ACE 중국본토CSI300
영문명,ACE CHINA A CSI300
표준코드,KR7168580009
종목코드,168580
상장일,2012-11-29
펀드형태,수익증권형
기초지수명,CSI 300
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"대우증권, 우리투자증권, 한국투자증권, 현대증권"
총보수(%),0.7
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,1좌당 순자산가치의 변동률을 기초지수인 CSI300 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. CSI300 지수의 구성종목인 중국A주에 주로 투자하는 '한국투자 중국본토 CSI300 증권 모투자신탁 (주식-파생형)'(이하 '모펀드1') 및 지수 수익률을 추종하는 것을 목표로 하는 ETF에 주로 투자하는 '한국투자 중국 CSI300 증권 모투자신탁 (주식-재간접형) '(이하 '모펀드2')에 투자하여 포트폴리오를 구성할 수 있습니다.
투자유의사항,"이 투자신탁은 중국 A주식 등에 주로 투자하는 모펀드에 주로 투자하기 때문에 중국의 정치 및 경제상황 등에 따른 위험에 노출되어 있습니다. 또한 외국인 투자 한도, 넓은 매매호가 차이, 증권시장의 제한된 개장시간과 거래량 부족 등의 원인으로 인하여 유동성에 제약이 발생할 수도 있으며, 중국정부정책 및 제도의 변화로 인해 자산가치의 손실이 발생할 수 있습니다. 정책적 변화 및 사회전반적인 투명성 부족으로 인한 공시자료의 신뢰성 등의 위험도 있습니다. 중국 과세당국은 중국 A주식에 투자하는 투자신탁 이익에 대하여 소급 과세를 적용할 수도 있습니다. 이 경우 이로 인해 발생하는 과세 금액은 이 투자신탁의 비용으로 처리하여 기준가격에 반영될 수 있습니다. 그러므로 만일 중국 과세당국이 소급 과세를 적용할 경우에는 이로 인한 불이익이 발생할 수 있습니다. 또한 중국의 세법에 의한 배당소득세, 양도소득세 등이 부과될 수 있으며, 향후 특정 외국의 세법 변경으로 높은 세율이 적용될 경우 세후 배당소득, 세후 양도소득 등이 예상보다 감소할 수 있습니다. 이 투자신탁은 수익자의 환매신청에 따른 환매대금은 한국으로 송금하는 날까지 중국에 외국통화로 남아 있으며 이로 인한 환율변동위험을 최소화하기 위해 미달러 및 홍콩달러 등을 활용한 환헷지전략을 실행할 계획입니다. 그럼에도 불구하고 규모가 지나치게 적거나 다른 사유가 있는 경우 환헤지를 하지 않을 수 있으며 또한 환헤지를 하는 과정에서 완벽한 헤지가 되지 않거나 환율변동 및 환매규모 등으로 인한 손익이 발생할 수 있으며 이 경우 이 투자신탁에 잔존하는 수익자의 손익으로 반영될 수 있습니다. 중국정부의 예측 불가능한 정책적 요인 및 외환보유고의 급속한 수축 등으로 통화의 환전이 원활하지 않을 수 있으며 이 경우 환전지연 등으로 인한 환매연기로 기회비용 발생이나 투자원금액 손실이 발생할 수 있습니다. 중국 당국의 해외로의 송금규제정책 등으로 인해 신탁계약서 및 투자설명서상 기재된 환매대금 지급일정대로 환매대금을 지급하지 못하고 환매대금지급이 연기될 수 있는 위험이 있습니다. 현재 적용되고 있는 주요 송금규제정책은 중국 당국으로부터 승인받은 투자한도(Quota) 전액이 중국본토에 투자된 시점[투자한도(Quota)를 받은 시점으로부터 6개월까지 투자한도(Quota) 전액을 투자하지 못한 경우에는 6개월이 되는 시점]에서부터 3개월간은 중국에서 해외로의 송금을 제한하고 있으며, 이 기간 이후에도 적격외국인기관투자가(QFII)의 투자자금(이익금 포함) 해외송금을 월1회로 제한하고 있어 환매를 요청한 수익자가 환매청구일로부터 환매대금을 수령하기까지 일반적으로 40여일 내외의 기간이 소요될 수 있습니다. 또한, 과도한 환매청구의 발생으로 인하여 5천만 미달러 이상을 중국으로부터 인출하여야 할 경우에는 중국 당국의 허가를 받아야만 하므로 차기 환매대금 지급가능일까지 환매대금지급이 연기될 수 있으며, 차기 환매대금 지급가능일에도 지급하지 못하는 경우에는 이후 환매대금 지급가능일까지 지급이 순연될 수 있습니다. 이 경우 환매대금 수령기간은 일반적인 환매대금 수령기간인 40여일 보다 더 오래 걸립니다. 또한 향후에도 중국당국의 해외로의 송금규제정책의 변화에 따라 추가적인 투자자금 회수연기위험의 발생 가능성을 배제할 수 없습니다. 적격외국인기관투자가(QFII)로서 중국 A주식에 투자하기 위해서는 최초 투자자금 규모가 2천만 미달러 이상이어야 합니다. 따라서 최초 모집금액이 2천만 미달러에 미달할 경우에는 그 금액에 해당할 때까지 중국 A주에 대한 투자가 지연될 수 있으며 최종 모집금액이 2천만 미달러에 미달하게 될 경우에는 법령 및 신탁계약서에서 정하는 절차에 따라 이 투자신탁이 해지될 수 있습니다. 집합투자업자는 적격외국인기관투자가(QFII)로서 중국본토의 주식시장에 투자할 예정이나, 투자기간 중 중국 당국으로부터 적격외국인기관투자가(QFII) 자격을 제한받거나 규정 위반에 따른 투자제한을 받을 수 있습니다. 이 경우 일정기간 중국 A주식 시장에 투자가 곤란하거나 심지어 적격외국인기관투자가(QFII) 자격이 취소될 수 있습니다. 이로 인하여 수익자에게 불이익이 발생할 수 있으며 심지어 중국 A주식 투자가 불가능하여 이 투자신탁이 정하고 있는 투자목적을 달성하지 못할 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
