항목,내용
한글명,ACE KPOP포커스
영문명,ACE KPOP Focus
표준코드,KR7475050001
종목코드,475050
상장일,2024-01-30
펀드형태,수익증권형
기초지수명,iSelect K-POP 포커스지수(시장가격)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"키움증권, 메리츠증건, NH투자증권, 이베스트투자증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"· 이 투자신탁은 NH투자증권 인덱스개발팀 iSelect가 발표하는 “iSelect K-POP 포커스 지수”를 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · NH투자증권 인덱스개발팀 iSelect가 발표하는 “iSelect K-POP 포커스 지수”는 국내 유가증권시장 및 코스닥시장 상장종목 중 K-POP 엔터테인먼트 관련 매출 데이터를 기반으로 K-POP 산업 내 시장 지배력을 갖춘 상위 10종목을 편입하며, 시가총액이 큰 상위 4개 종목에 약 95% 가중치를 부여한 지수입니다."
투자유의사항,"· 이 투자신탁은 K-POP관련 한정된 주식에 주로 투자하기 때문에 해당 테마 관련 시장상황 등에 따른 위험에 더 많이 노출되어 있습니다. · 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인“iSelect K-POP 포커스 지수”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
