항목,내용
한글명,ACE 국고채10년
영문명,ACE 10Y KTB
표준코드,KR7365780006
종목코드,365780
상장일,2020-10-15
펀드형태,수익증권형
기초지수명,KIS 국고채 10년(총수익)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"키움증권, KB증권"
총보수(%),0.02
회계기간,"(가)최초회계기간 : 투자신탁의 최초설정일로부터 2020년 12월 31일까지, (나)2021년 1월 1일 이후 : 2021년 1월 1일부터 매1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁 회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"· 이 투자신탁은 KIS채권평가가 발표하는“KIS 10년국고채 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. · KIS채권평가가 산출·발표하는 KIS 10년국고채 지수는 KIS 10Y KTB Index는 한국 장기 국고채 시장을 대표하는 지수로, 10년국채 선물 결제기준 채권 2종목을 포함한 3종목의 국고채권으로 구성되어 있으며, 2010년 9월 1일을 10,000pt기준으로 산출·발표한 지수입니다."
투자유의사항,"· 이투자신탁의 기초지수는 채권 이자 등을 포함하고 있는 총수익지수(Total return Index)입니다. 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 이자, 등)로 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
