항목,내용
한글명,KODEX 운송
영문명,KODEX TRANSPORTATION
표준코드,KR7140710005
종목코드,140710
상장일,2011-04-26
펀드형태,수익증권형
기초지수명,KRX 운송
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"현대증권, 메리츠종합금융증권"
총보수(%),0.45
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (산업재) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KRX Transportation 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KRX Transportation 지수는 국내 운수업을 대표하는 10개 종목으로 구성되어 있으며 2009.1.2 1,000pt를 기준으로 하여 발표되고 있습니다. 유동성, 재무상태 등의 기준을 적용하여 종목을 선정하며 유동주식가중 시가총액방식 지수로서 매년 9월 지수구성종목의 정기변경이 이루어집니다."
투자유의사항,"특정 산업에 속하는 주식에 투자하므로 국내 주식시장 전체의 성과와는 크게 다를 수 있으며, 국내 주식시장 전체에 투자하는 투자신탁보다 더 높은 위험을 부담할 수 있습니다. 유동성 제약이 있는 중소형 등의 일부 편입 가능성으로 대량환매 시 기준가 변동이 커질 가능성이 있습니다.  투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
