항목,내용
한글명,PLUS 일본엔화초단기국채(합성)
영문명,PLUS Japan Short-term T-Bill(SYNTH)
표준코드,KR7489000000
종목코드,489000
상장일,2024-08-13
펀드형태,수익증권형
기초지수명,KAP 일본 단기 국채 지수(총수익)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"메리츠증권, 키움증권, 미래에셋증권"
총보수(%),0.19
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.plusetf.co.kr
http://www.plusetf.co.kr,http://www.plusetf.co.kr
기초 시장,(해외) (아시아) (일본)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"이 투자신탁은 채권 관련 장내외파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 한국자산평가(KAP)에서 산출ㆍ발표하는 “KAP 일본 단기 국채 지수(총수익)(원화환산)”를 기초지수로 하여 1좌당 순자산가치의 변동률이 기초지수와 유사하도록 투자신탁재산을 운용함을 그 목적으로 합니다. 또한, 이 투자신탁은 외화표시 자산에의 투자에 따른 환율변동위험을 제거하기 위한 환헤지 전략을 기본적으로 실시하지 않으므로, 해당 외화표시 자산 투자에 따른 환율변동위험에 노출됩니다. 이 투자신탁은 “KAP 일본 단기 국채 지수(총수익)(원화환산)” 관련 장내외파생상품 스왑 거래 및 채권, 채권 관련 집합투자증권에 투자하며, “KAP 일본 단기 국채 지수(총수익)(원화환산)”를 기초지수로 하여 1 좌당 순자산가치의 변동률이 기초지수와 유사하도록 투자신탁재산을 운용할 계획입니다. 이 투자신탁은 “KAP 일본 단기 국채 지수(총수익)(원화환산)” 관련 장내외파생상품 스왑 거래 및 채권 , 채권 관련 집합투자증권에 투자하며 , “KAP 일본 단기 국채 지수(총수익)(원화환산)”를 기초지수로 하여 1 좌당 순자산가치의 변동률이 기초지수와 유사하도록 투자신탁재산을 운용할 계획 입니다"
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이득이 발생하고 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하고 중도에 매도하는 경우에는 시장상황에 따라 손실이 발생할 수 있습니다. 이 투자신탁은 거래상대방과의 장외파생상품 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 비교지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 이 투자신탁의 계속성에 중대한 영향을 미칠 수 있을 경우 상장폐지의 사유가 될 수 있습니다. 또한 장외파생계약에 따른 복제비용, 헷징비용 및 각종 거래 수수료 등의 비용이 예상치 못하게 과도하게 발생할 경우, 이 투자신탁의 성과에 영향을 줄 수 있습니다 이 투자신탁에서 주로 투자하는 장외파생상품의 기초자산은 해외자산에 투자하기 때문에 원화와 투자대상국 통화가치의 변동에 따라 투자자산의 가치가 변동하는 위험을 수반하게 됩니다 . 이것은 해당 외화투자자산의 가치의 상승에도 불구하고 원화와 투자대상 국가 통화간의 환율변화에 의하여 투자 시 수익을 획득하지 못하거나 손실이 발생할 수도 있음을 의미합니다. 또한 이 투자신탁은 외화표시 자산에의 투자에 따른 환율변동위험을 제거하기 위한 환헤지 전략을 기본적으로 실시하지 않으므로 , 해당 외화표시 자산투자에 따른 환율변동위험에 노출됩니다 이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자합니다. 상대적으로 정부의 규제나 감독이 엄격하지 않는 장외시장에서 거래가 이루어짐으로써 거래소의 정산이행보증과 같이 장내거래 참여자들에게 제공되는 보호가 제공되지 않습니다. 따라서 장외파생상품에 투자시에는 거래상대방이 파산하거나 신용위기를 경험하는 경우 투자자금 전액회수가 불가능할 수도 있는 위험에 노출됩 니다. 또한 거래상대방의 영업환경, 재무상황, 부도처리 및 산용상태의 악화에 따라 투자원금의 전부 또는 일부 손실이 발생될 수 있는 신용위험에 노출되어 있습니다. 이 경우 투자원금 손실과 더불어 투자신탁이 중도에 해지될 수 있습니다. 또한 복수의 거래상대방을 두어 신용위험에 과도하게 노출되었다고 판단되었을시 거래상대방의 교체 또는 변경을 용이하게 하고자 하는 노력에도 불구하고 신용위험에 따른 투자손실의 위험에 노출됩니다. 거래상대방에 관련된 최신의 신용등급 변동정보와 영업용순자본비율 등에 대한 정보를 운용사의 웹사이트 (www.plusetf.co.kr)을 통해 확인하여 투자 판단에 참고하여야 합니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.plusetf.co.kr/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
