항목,내용
한글명,HANARO 주주가치성장코리아액티브
영문명,HANARO Shareholder Value Growth Active
표준코드,KR7482870003
종목코드,482870
상장일,2024-06-11
펀드형태,수익증권형
기초지수명,iSelect 주주가치성장 지수
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH투자증권, 메리츠증권, 키움증권, KB증권, 하이투자증권, DB금융투자"
총보수(%),0.6
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.nh-amundi.com/hanaroetf/
https://www.nh-amundi.com/hanaroetf/,https://www.nh-amundi.com/hanaroetf/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"국내 주식시장의 기업가치 대비 저평가된 기업에 투자하여 기업가치 상승을 통해 수익을 추구하는 액티브 ETF입니다. 최근 주주가치 증대에 대한 자본시장의 요구가 증대되는 환경에서 기업가치를 개선하고 주주환원을 확대하는 종목을 선별 투자하여 장기적인 수익을 추구합니다. 이 ETF는 코스피, 코스닥시장에 상장된 국내 주식을 주된 투자대상자산으로 하며, iSelect 주주가치성장 지수를 비교지수로 하여 1좌당 순자산가치 변동률을 비교지수의 변동률을 초과하도록 운용합니다. iSelect에서 산출, 발표하는 비교지수 iSelect 주주가치성장 지수는 국내 주식시장 상장종목 중 PBR하위기업 및 주주환원비율 상위 종목의 성과를 추종하기 위해 산출된 지수로, 코스피, 코스닥 상장기업 중 PBR 하위 30%, 현금성자산 대비 시가총액 비율 상위 30%, 영업이익 최근 3년중 2년 이상 흑자기업, 배당 및 주식소각 지표 등 주주환원비율 상위기업으로 구성된 유니버스 종목 중 시가총액 상위 50종목을 유동시가총액 가중방식으로 산출한 지수입니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.hanaroetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
