항목,내용
한글명,RISE V&S셀렉트밸류채권혼합
영문명,RISE V&S Select Value Fixed Income Bal
표준코드,KR7241390004
종목코드,241390
상장일,2016-04-12
펀드형태,수익증권형
기초지수명,FnGuide 셀렉트밸류 채권혼합 지수
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"케이비투자증권(주), 한국투자증권(주)"
총보수(%),0.23
회계기간,"매년 1월 1일부터 12월 31일까지(단, 최초 회계기간은 최초설정일로부터 해당년도 12월 31일까지)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"6, 12월의 지수구성종목의 이자지급일 전영업일(이자지급일이 영업일이 아닌 경우 실제 이자수령일을 이자지급일로 함)"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"이 투자신탁은 국내 채권부문과 국내 주식부문의 일간 투자비중을 6:4로 유지(Constant Mix)하며 FnGuide 셀렉트밸류채권혼합 지수를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. FnGuide 셀렉트밸류채권혼합 지수는 FnGuide가 산출하는 지수로, FnGuide 셀렉트밸류 지수를 구성하는 주식 종목과 MKF 국고채 지수를 구성하는 국고채권 3종목으로 구성된 지수이며 채권부문과 주식부문의 비중을 매일 6:4로 유지되도록 산출합니다.  ETF의 설정단위는 200,000좌이며, 주식은 현물설정, 채권은 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다.  거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이로 인해 기대하지 않은 손실이 발생할 수 있습니다.  한국거래소에 상장되어 있는 ETF의 경우 거래가격은 당해 ETF의 순자산가치를 의미하는 1좌당 기준가격(NAV)과 차이를 보일 수 있습니다. 이는 당해 ETF의 매수 호가와 매도 호가 간의 차이가 확대되는 경우, 유동성 공급자가 헤지목적으로 거래하는 대상의 가격 움직임에 의해 유동성 공급자가 제시하는 매수 매도 호가가 1좌당 기준가격(NAV)과 차이를 보일 경우 등에 의해 발생합니다. 또한, 주식시장의 마감 전 동시호가에서 유동성공급자의 호가 공백이 발생하거나, 유동성이 부족할 경우 등의 이유로 ETF의 종가와 순자산가치와의 괴리가 발생할 수 있습니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 지수산출기관에 자문서비스를 제공하고 있는 투자자문사의 파산 등의 자문서비스 제공 중단사유발생, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
